dish_id,ingredients,total_mass,total_calories
dish_1559241099,"salt, pepper, olive oil, carrot, orange, pears",382.0,201.346771
dish_1562602589,sausage,106.0,365.276001
dish_1560802853,"pepper, parmesan cheese, spinach (raw), squash, olive oil, parsley, lemon juice, salt, garlic, white rice, chicken breast, cherry tomatoes, wheat berry, thyme, kale, bulgur, chickpeas",118.0,136.532196
dish_1562603867,"mixed greens, hash browns, raspberries, blackberries, sausage, vinaigrette, granola",369.0,1049.11731
dish_1558382263,"olives, chicken, avocado, spinach (raw), tomatoes, broccoli, green beans",425.0,356.629974
dish_1560367333,"olive oil, mushroom, vinegar, fish, chicken, carrot, mixed greens, garlic, cucumbers, country rice, arugula, beets, tofu, cherry tomatoes, asparagus, pumpkin seeds, honeydew melons, green onions, onions, salt, lettuce, mustard",427.0,291.633301
dish_1566416299,"green beans, olive oil",86.0,44.9995
dish_1563221602,"garlic, mustard, onions, cranberries, wheat berry, pepperoni pizza, chicken breast, apple, salt, broccoli, thyme, olive oil, squash, vinegar, spinach (raw), parmesan cheese, cherry tomatoes",306.0,447.893616
dish_1558114484,bacon,28.0,151.479996
dish_1563555543,"scrambled eggs, pineapple",280.0,268.380005
dish_1563305005,"carrot, beef, chicken, wheat berry, tofu, spinach (raw), vinegar, onions, thyme, olive oil, broccoli, salt, garlic, soy sauce, white rice, orange juice, parsley, kale, lemon juice, pepper, shallots, chili, green onions",720.0,1003.948853
dish_1565383062,"olives, chicken, cucumbers, spinach (raw)",403.0,362.960022
dish_1560798815,"cheese pizza, broccoli, kale, caesar dressing, tofu, parmesan cheese, croutons, cauliflower",341.0,404.963837
dish_1562010293,"pork, wheat berry, jalapenos, mayonnaise, pepper, caesar salad, carrot, garlic, salt, cabbage, lemon juice, parsley, olive oil",404.0,633.833069
dish_1562686520,"chicken apple sausage, scrambled eggs",226.0,346.47998
dish_1558380014,grapes,134.0,92.459999
dish_1562613010,"mixed greens, cod",128.0,90.271996
dish_1558631932,"apple, corn on the cob, cherry tomatoes",355.0,214.931992
dish_1563911185,"olive oil, green beans, onions, tomatoes, bell peppers, salt, millet, chicken, garlic, pepper, spinach (raw), jalapenos",133.0,159.809174
dish_1565194906,"grapes, watermelon, pepper, salsa, carrot, salt, egg whites, olive oil, sweet potato",839.0,451.795471
dish_1560367698,"olive oil, vinegar, cherry tomatoes, shallots, parsley, basil, lemon juice, brown rice, pepper, white rice, garlic, onions, salt, broccoli, pork",295.0,556.721252
dish_1558379712,almonds,119.0,687.939026
dish_1567612954,"olive oil, sweet potato",155.0,148.346344
dish_1558722968,"cherry tomatoes, cauliflower, almonds, corn on the cob",284.0,560.286011
dish_1562949205,"cantaloupe, bacon",57.0,80.220001
dish_1566332268,"olives, chicken, spinach (raw), avocado, caesar dressing, cucumbers",595.0,567.580994
dish_1558116436,bacon,17.0,91.970001
dish_1566849387,"parmesan cheese, caesar salad, olives, chicken, mixed greens, avocado",517.0,619.901978
dish_1561481673,"honeydew melons, yam, bacon, scrambled eggs",324.0,496.617004
dish_1558380181,"almonds, deprecated, grapes",313.0,374.936005
dish_1567625294,avocado,32.0,51.200001
dish_1564169644,cheese pizza,163.0,433.416992
dish_1558640941,carrot,53.0,21.73
dish_1559844611,grapes,81.0,55.889999
dish_1558028492,cantaloupe,61.0,20.74
dish_1563395449,"tortilla chips, pepper, cheese, black beans, squash, zucchini, sour cream, chili, tomatoes, cherry tomatoes, carrot, broccoli, cheese pizza, corn, spinach (raw), olive oil, onions, lime, garlic, salt",222.0,214.63649
dish_1568313640,"onions, mushroom, mixed greens, avocado",145.0,71.139999
dish_1561492665,"green onions, salt, caesar salad, garlic, onions, olive oil, country rice, fish",93.0,81.950653
dish_1563555563,"scrambled eggs, pineapple, bacon",304.0,398.220001
dish_1566849269,"avocado, parmesan cheese, mixed greens",153.0,249.85202
dish_1565194823,"sweet potato, salt, pepper, olive oil, carrot, egg whites, grapes",619.0,386.59552
dish_1562008517,"garlic, arugula, mayonnaise, thyme, olive oil, parsley, cucumbers, salt, shallots, pepper, quinoa, jalapenos, wheat berry, pork, brussels sprouts, lemon juice, cabbage, carrot",370.0,401.729523
dish_1558026684,cantaloupe,71.0,24.139999
dish_1562602803,"chia seeds, greek yogurt, milk",120.0,121.742279
dish_1559842374,"almonds, mandarin oranges, broccoli",137.0,345.333008
dish_1562872470,"chive, jicama, squash, arugula, couscous, spinach (raw), rosemary, parsley, thyme, olive oil, carrot, sour cream, fish, pepper, salt, corn, chicken, bok choy, wheat berry, nopales, lemon juice, basil, zucchini, garlic, lime",282.0,286.3815
dish_1562875898,"bok choy, corn, jicama, arugula, nopales, sour cream, olive oil, garlic, chive, carrot, lime, fish, pepper, parsley, salt, couscous",342.0,271.116394
dish_1559843052,"strawberries, mandarin oranges",130.0,53.5
dish_1564432165,"lime, mixed greens, cherry tomatoes, olive oil, vinegar, cucumbers, pepperoni pizza, onions, pineapple, pepper, salt, lettuce",160.0,246.028381
dish_1562617416,"broccoli, pepperoni pizza, caesar salad",168.0,200.949997
dish_1567110756,pizza,42.0,111.720001
dish_1559846585,pears,201.0,114.972008
dish_1558632080,corn on the cob,68.0,72.148003
dish_1568405405,"tomatoes, garlic, olive oil, mustard greens, cucumbers, mustard, vinegar, spinach (raw), salt",74.0,83.715767
dish_1560541680,"salt, walnuts, olive oil, mustard, chard, arugula, vinegar, blueberries, pepper",77.0,95.052574
dish_1562963648,"mixed greens, caesar salad, carrot, cabbage, pizza, rice noodles, garlic, soy sauce, olive oil, green onions, vinegar, radishes",247.0,252.588776
dish_1565022027,"sweet potato, egg whites, olive oil",267.0,178.176575
dish_1562686492,chicken apple sausage,100.0,160.0
dish_1563997418,"garlic, shallots, steak, pepper, spinach (raw), blueberries, tatsoi, lemon juice, parsley, mustard, almonds, jalapenos, brown rice, vinegar, olive oil, salt, cilantro, carrot",400.0,608.703918
dish_1562686664,berries,209.0,119.129997
dish_1565724552,"zucchini, broccoli, olive oil, chayote squash",298.0,108.80024
dish_1560453294,"kimchi, pepper, chicken, wheat berry, basil, garlic, thyme, salt, spinach (raw), squash, parsley, zucchini, lemon juice, rosemary, olive oil",138.0,115.954453
dish_1566500963,spinach (raw),25.0,5.75
dish_1562783605,mixed greens,270.0,75.599998
dish_1562011727,"wheat berry, pork, jalapenos, lemon juice, pepper, cabbage, carrot, garlic, salt, parsley, mayonnaise, olive oil",182.0,372.352112
dish_1566847043,"carrot, garlic, salt, lemon juice, parsley, cabbage, squash, jalapenos, pork, wheat berry, olive oil, mayonnaise, pepper",483.0,434.877106
dish_1565884738,"watermelon, egg whites",463.0,228.659988
dish_1565726915,"olive oil, arugula, vinegar, roasted potatoes, squash, celery root, onions, broccoli, mustard, salt, cranberries",251.0,196.879501
dish_1563824406,"cherry tomatoes, carrot, bell peppers, olives, grilled chicken, onions",387.0,474.136047
dish_1561737223,"sausage, broccoli, egg whites",334.0,503.782013
dish_1566502271,"chard, parsley, chive, olive oil, carrot, caesar salad, garlic, salt, chicken, lemon juice, basil, brown rice, rosemary",359.0,296.816895
dish_1564605328,"lettuce, bell peppers, cherry tomatoes, onions, cucumbers, feta cheese, vinaigrette, olives, cheese pizza",349.0,541.238098
dish_1559332822,"cherry tomatoes, arugula, vinegar, cucumbers, zucchini, thyme, olive oil, pepper, salt, lettuce, salmon, lime, brown rice, chayote squash, onions, mixed greens",408.0,540.587341
dish_1563908957,"caesar salad, olive oil, green beans",159.0,73.872749
dish_1567542986,"broccoli, cheese pizza, salt, carrot, olive oil, onions, pineapple, beef, pepper, cilantro, soy sauce, lemon juice, kale, orange juice, vinegar, caesar salad, chicken thighs, chili, white rice, green onions, garlic",498.0,605.856323
dish_1568401090,"broccoli, mixed greens, avocado, olive oil, chicken",614.0,1158.98999
dish_1567106646,"cherry tomatoes, bell peppers, onions",201.0,61.040001
dish_1563302391,"thyme, lemon juice, parsley, shallots, garlic, salt, roasted potatoes, chicken, spinach (raw), mushroom, wheat berry, olive oil",311.0,401.215424
dish_1560369273,"vinegar, brown rice, olive oil, onions, basil, salt, garlic, fish, cherry tomatoes, pepper, pork, country rice, lemon juice, parsley, broccoli, green onions, shallots",221.0,308.951691
dish_1566934085,"olive oil, cauliflower, bok choy",259.0,82.590729
dish_1558115169,bacon,28.0,151.479996
dish_1560442374,grapefruit juice,233.0,90.637001
dish_1560527225,"garlic, tomatoes, mustard greens, potatoes, olive oil, cucumbers, vinegar, spinach (raw), mustard, bacon, sausage, scrambled eggs, berries, salt",503.0,937.789368
dish_1558628711,"yam, sweet potato",129.0,129.064499
dish_1567106668,"onions, cherry tomatoes, carrot, bell peppers",248.0,80.309998
dish_1560357297,"sausage, scrambled eggs",492.0,942.454041
dish_1560444756,"honeydew melons, pineapple, watermelon",418.0,150.779999
dish_1558110245,berries,51.0,29.07
dish_1563913588,cheese pizza,68.0,180.811996
dish_1565728591,"parsley, thyme, olive oil, onions, wheat berry, squash, spinach (raw), vinegar, beef, garlic, shallots, chicken, bok choy, salt, cheese pizza, lemon juice, roasted potatoes, broccoli, millet, spinach (cooked)",322.0,388.406616
dish_1556575700,plate only,86.0,0.0
dish_1562787745,"garlic, bulgur, salt, shallots, cranberries, mustard greens, olive oil, lemon juice, arugula, parsley, apple",58.0,85.357742
dish_1563900120,"sweet potato, olive oil",49.0,46.896584
dish_1560874548,berries,72.0,41.040001
dish_1558721959,cherry tomatoes,62.0,11.160001
dish_1561491154,"cherry tomatoes, chive, garlic, olive oil, parsley, spinach (raw), chard, vinegar, fish, shallots, mustard, lemon juice, blueberries, wheat berry, radishes, salt",158.0,166.137466
dish_1563477736,"shallots, salmon, vinegar, spinach (raw), parsley, lemon juice, chili, garlic, cilantro, salt, jalapenos, pepper, ginger, brown rice, apple, olive oil, brussels sprouts, onions, lime, millet, mixed greens",234.0,277.047302
dish_1558639195,"grapes, carrot, corn on the cob, apple",346.0,238.25
dish_1560454970,cherry tomatoes,55.0,9.900001
dish_1556575083,brussels sprouts,64.0,27.52
dish_1563218201,grilled chicken,156.0,352.872009
dish_1558722748,corn on the cob,49.0,51.988998
dish_1567628193,"quinoa, apple, arugula, chard, onions, kale, garlic, cranberries, shallots, country rice, green onions, bulgur, fish, parsley, lemon juice, mustard greens, olive oil, salt",439.0,492.683044
dish_1566328988,"bok choy, shallots, beef, vinegar, jalapenos, bell peppers, spinach (raw), pepper, onions, olive oil, tomatoes, garlic, fried rice, chicken, cheese pizza, salt, spinach (cooked), millet",398.0,747.747803
dish_1560441339,"bacon, quinoa, potatoes, bok choy, scrambled eggs",154.0,280.679993
dish_1563898688,broccoli,93.0,32.549999
dish_1565021965,egg whites,177.0,92.039993
dish_1561753021,"garlic, cheese, pepper, arugula, brown rice, caesar salad, chicken thighs, onions, olive oil, salt, cilantro, salmon, thyme, tortilla, tomatoes, chili",573.0,918.175781
dish_1565640576,"olive oil, lemon juice, onions, salt, cilantro, white rice, cherry tomatoes, jalapenos, arugula, mangos, pork, mustard greens, cucumbers, tomatoes, parsley, lime, garlic, rosemary, asparagus, zucchini",267.0,307.28656
dish_1560543605,"pepper, tomatillo, salt, olives, chicken, brown rice, jalapenos, arugula, olive oil, onions, vinegar, garlic, broccoli, green onions, tomatoes, white rice, green beans, spinach (raw), ginger, lemon juice, soy sauce, caesar salad, quinoa, cilantro, fish",501.0,485.570892
dish_1560961385,"sweet potato, scrambled eggs, strawberries, broccoli",293.0,249.519989
dish_1564590115,"sweet potato, olive oil",121.0,115.805847
dish_1561577731,"shallots, mushroom, salt, onions, olive oil, cauliflower, vinegar, beef, spinach (cooked), bok choy, millet",334.0,274.257721
dish_1568044634,"salsa, sweet potato, olive oil, egg whites, watermelon",789.0,413.19339
dish_1561663914,"chicken, chive, garlic, vinegar, corn on the cob, soy sauce, pork, pepper, olive oil, white rice, carrot, apple, bok choy, chard, brown rice, green beans, basil, rosemary, salt, lemon juice, parsley, onions, sugar, mixed greens, millet",205.0,257.398834
dish_1564082323,"garlic, white rice, caesar salad, brown rice, chard, pork, basil, parsley, rosemary, soy sauce, carrot, chicken, pepper, olive oil, lemon juice, bok choy, salt, chive, sugar",518.0,748.861206
dish_1562613898,"shallots, salt, bulgur, lemon juice, mustard greens, olive oil, garlic, cranberries, broccoli, arugula, parsley, apple",162.0,120.636047
dish_1563566626,olives,54.0,62.099998
dish_1567023161,"chicken, kimchi, olives",134.0,141.699997
dish_1558722370,cauliflower,79.0,19.75
dish_1561060613,"bok choy, salmon, pineapple, jalapenos, olive oil, chili, cilantro, salt, cheese pizza, ginger, tofu, spinach (raw), brown rice, lemon juice, onions, lime, brussels sprouts, shallots, garlic",304.0,323.673248
dish_1561575445,"salt, eggplant, cauliflower, olive oil",123.0,35.458431
dish_1559060055,strawberries,81.0,26.730001
dish_1558381840,chicken,69.0,113.849998
dish_1562873416,caesar salad,119.0,52.360001
dish_1558381708,green beans,53.0,16.43
dish_1563553780,"granola, mixed greens, blackberries, raspberries, vinaigrette, bacon, almonds",167.0,557.728821
dish_1561661806,"garlic, salt, sugar, white rice, soy sauce, pork, pepper, bok choy",89.0,183.475952
dish_1563222800,"chicken breast, cherry tomatoes, pork, spinach (raw), pepperoni pizza, onions, zucchini, olive oil, parsley, white rice, wheat berry, parmesan cheese, arugula, rosemary, thyme, garlic, salt",146.0,302.318085
dish_1568060461,"white rice, arugula, parsley, zucchini, olive oil, cherry tomatoes, lime, salt, mangos, pork, jalapenos, rosemary, cucumbers, lemon juice, onions, mustard greens, cilantro, garlic, tomatoes",304.0,376.762451
dish_1560961202,"scrambled eggs, broccoli",153.0,171.069992
dish_1561737293,"broccoli, cantaloupe, sausage, pineapple, egg whites, hash browns",636.0,801.822021
dish_1566590946,"thyme, olive oil, salt, brown rice, arugula, pepper, salmon",228.0,405.611877
dish_1565021220,"turnips, egg whites, sweet potato, salt, olive oil, waffles, tofu, pepper, sausage",361.0,543.713135
dish_1562701956,cherry tomatoes,38.0,6.84
dish_1563475874,"pineapple, honeydew melons, cauliflower",251.0,93.029999
dish_1563551360,scrambled eggs,218.0,322.640015
dish_1563563289,"olives, grilled chicken, cherry tomatoes",218.0,331.901978
dish_1562009182,"pepper, mustard, pecans, brussels sprouts, parsley, chard, wheat berry, blueberries, garlic, vinegar, carrot, olive oil, cabbage, lemon juice, arugula, mayonnaise, tofu, pork, jalapenos, salt",274.0,306.229919
dish_1562007763,"salt, arugula, quinoa, parsley, caesar salad, garlic, shallots, lemon juice, thyme, olive oil",298.0,290.70047
dish_1559845046,"potatoes, mandarin oranges, broccoli, almonds",207.0,313.625977
dish_1563219056,"white rice, olives, pepperoni pizza, arugula, cherry tomatoes, pork, rosemary, parsley, onions, zucchini, olive oil, salt, celery, garlic",258.0,416.869659
dish_1559846334,"pears, broccoli",233.0,126.172005
dish_1565033220,"mixed greens, olives, broccoli, chicken, vinaigrette",578.0,908.60498
dish_1562010394,"pepper, garlic, cucumbers, lemon juice, parsley, onions, vinegar, wheat berry, cherry tomatoes, salt, lime, mixed greens, carrot, olive oil, cabbage, mayonnaise, jalapenos, pork, lettuce",116.0,188.610443
dish_1563395341,cheese pizza,54.0,143.585999
dish_1558114609,"grapes, sausage, almonds, bacon",160.0,540.89801
dish_1566415558,"olive oil, parsley, lemon juice, salt, garlic, shallots, chive, cherry tomatoes, fish, chard, green beans, wheat berry",234.0,169.100739
dish_1558629578,cauliflower,90.0,22.5
dish_1559593722,"kale, vinegar, blueberries, chard, salt, pepper, quinoa, pumpkin seeds, walnuts, olive oil, arugula, mustard",106.0,140.562927
dish_1561480439,"turkey bacon, pineapple, berries",189.0,155.161987
dish_1562702355,"bell peppers, lettuce, onions, cucumbers, vinaigrette, cherry tomatoes, feta cheese, olives",99.0,68.882935
dish_1563220171,"olive oil, wheat berry, thyme, broccoli, salt, garlic, brown rice, parmesan cheese, cherry tomatoes, chicken breast, spinach (raw), pepperoni pizza, squash",363.0,465.47464
dish_1568314951,"salt, lime, spinach (cooked), cilantro, olive oil, onions, avocado, spinach (raw), jalapenos, lemon juice, salmon, chili, tomatoes, shallots, garlic, ginger, brown rice, vinegar, bok choy, millet, beef",325.0,496.129456
dish_1559674781,"grapes, honeydew melons",203.0,81.660004
dish_1563827162,"soy sauce, white rice, ginger, squash, olive oil, garlic, green onions, cheese pizza, broccoli, caesar salad, pineapple, chicken, spinach (raw), green beans, vinegar, zucchini, salt",354.0,319.539948
dish_1560798707,"broccoli, cheese pizza",139.0,298.022003
dish_1568315177,"quinoa, ginger, jalapenos, brown rice, caesar dressing, olive oil, cilantro, chili, lime, salt, millet, bok choy, parmesan cheese, avocado, spinach (raw), green beans, mushroom, garlic, olives, salmon, lemon juice, kale, beef, vinegar, onions, croutons, spinach (cooked), shallots, tomatoes",497.0,637.806702
dish_1558031675,"yam, bacon, cantaloupe",180.0,248.882004
dish_1558116001,"almonds, grapes, sausage, bacon, potatoes",223.0,569.807007
dish_1560369102,"garlic, mustard, salt, olive oil, blueberries, spinach (raw), vinegar, radishes, asparagus",121.0,69.738571
dish_1558724932,almonds,72.0,416.231995
dish_1561741174,"scrambled eggs, bacon",113.0,245.839996
dish_1560367676,"olive oil, shallots, broccoli, onions, parsley, garlic, basil, lemon juice, vinegar, pork, brown rice, salt, cherry tomatoes, pepper",198.0,430.621216
dish_1560356566,"scrambled eggs, bacon",213.0,676.799988
dish_1558640563,cherry tomatoes,23.0,4.14
dish_1562688482,"roasted potatoes, chicken apple sausage, grapes",169.0,193.459991
dish_1562875241,"chicken, pepper, squash, wheat berry, basil, olive oil, rosemary, pizza, salt, garlic, spinach (raw), thyme, parsley, zucchini, lemon juice, caesar salad",275.0,479.689514
dish_1563563240,olives,42.0,48.299999
dish_1565711270,cantaloupe,93.0,31.620001
dish_1565378680,"olive oil, wheat berry",81.0,92.418648
dish_1565972429,"olive oil, egg whites, sweet potato, salsa",831.0,468.493896
dish_1558719145,"cantaloupe, cherry tomatoes, almonds, apple",416.0,547.072998
dish_1561578676,"onions, olive oil, cauliflower, salt, roasted potatoes, millet, spinach (cooked), shallots, bok choy, beef, mushroom, vinegar",224.0,212.034836
dish_1560366410,"blueberries, mustard, walnuts, salt, pepper, asparagus, olive oil, arugula, chard, vinegar",96.0,58.741066
dish_1565637504,pineapple,56.0,28.0
dish_1559667994,"scrambled eggs, hash browns, bagels, cream cheese",213.0,445.299988
dish_1567613019,"sweet potato, olive oil, watermelon, egg whites",645.0,376.526337
dish_1562777037,"brussels sprouts, scrambled eggs, olive oil, pepper, salt",171.0,215.273514
dish_1558640849,"apple, cauliflower, carrot",238.0,105.23999
dish_1562603895,"blackberries, mixed greens, vinaigrette, hash browns, scrambled eggs, raspberries, granola, sausage",517.0,1268.157349
dish_1558457468,cantaloupe,70.0,23.800001
dish_1558630038,cauliflower,51.0,12.75
dish_1564170836,"salmon, olive oil, arugula, brown rice, salt, pepper, thyme",135.0,240.164917
dish_1564774805,"cherry tomatoes, pepper, mayonnaise, olive oil, lemon juice, parsley, chive, shallots, broccoli, salmon, pickles, arugula, lentils, kale, salt, garlic",353.0,621.091003
dish_1562871537,"squash, white rice, grilled chicken, pepper, cheese pizza, salt, brussels sprouts, olive oil, mushroom",554.0,685.772949
dish_1560527105,"olive oil, mustard greens, cucumbers, tomatoes, mustard, potatoes, salt, garlic, spinach (raw), vinegar",104.0,92.725296
dish_1564590288,"pineapple, watermelon, egg whites, berries, cantaloupe, sweet potato, olive oil",848.0,464.855835
dish_1562008394,cucumbers,24.0,2.4
dish_1562875940,"country rice, lime, parsley, jicama, fish, couscous, garlic, chive, salt, sour cream, nopales, olive oil, arugula, bok choy, pepper, carrot, corn",418.0,386.66684
dish_1563207406,"scrambled eggs, pineapple, egg whites, yam, watermelon, sweet potato, grapes, olive oil",443.0,372.070038
dish_1560975346,"bell peppers, lime, olive oil, chicken thighs, jalapenos, salt, cabbage, parsley, lemon juice, garlic, hominy, tomatoes, chili",224.0,326.338562
dish_1559674074,pizza,53.0,140.980011
dish_1562873264,"pepper, fish, corn, jicama, chive, arugula, parsley, nopales, olive oil, garlic, salt, bok choy, country rice, sour cream, green beans, carrot, lime",595.0,503.60022
dish_1560527745,yogurt,149.0,87.761002
dish_1565195436,"olive oil, chicken apple sausage, sweet potato, bacon",164.0,340.958527
dish_1566844803,"caesar salad, pepperoni pizza",227.0,249.819977
dish_1560456794,"salt, parsley, chive, nopales, lime, olive oil, carrot, garlic, corn, pepper, arugula, fish, sour cream, jicama",188.0,205.283386
dish_1563563378,"carrot, grilled chicken, bell peppers, onions, cherry tomatoes, olives",351.0,385.441956
dish_1563479625,"goat cheese, salt, figs, spinach (raw), shallots, chili, brussels sprouts, ginger, jalapenos, salmon, cauliflower, garlic, lime, onions, lemon juice, mustard greens, olive oil, cilantro, arugula, brown rice, apple, pepper, broccoli",214.0,202.649231
dish_1562871363,"white rice, cheese pizza",140.0,245.872986
dish_1562775356,scrambled eggs,120.0,177.600006
dish_1564086709,"pesto, cheese pizza, caesar salad, cherry tomatoes, pasta, cheese, spinach (raw), corn on the cob, onions",307.0,393.270325
dish_1566316558,"vinegar, garlic, radishes, scrambled eggs, bacon, salt, bell peppers, olive oil, mustard, cucumbers",263.0,490.288025
dish_1568320383,"vinegar, beef, bok choy, shallots, millet, spinach (cooked), quinoa, cheese pizza, salt, onions, olive oil",196.0,437.124115
dish_1558639306,carrot,99.0,40.59
dish_1566931116,cauliflower,142.0,35.5
dish_1561061123,"arugula, tofu, ginger, jalapenos, brown rice, olive oil, mustard greens, onions, chili, lemon juice, garlic, parsley, salmon, apple, pepper, spinach (raw), bulgur, brussels sprouts, lime, salt, cranberries, cilantro, shallots",357.0,399.430664
dish_1563468362,"cottage cheese, pineapple, watermelon, olive oil, sweet potato, berries, yam, egg whites",598.0,411.686035
dish_1560543583,"olives, fish, pepper, tomatoes, quinoa, arugula, lemon juice, cilantro, salt, tomatillo, jalapenos, brown rice, onions, olive oil, garlic, caesar salad",350.0,254.657333
dish_1567542843,"green onions, chili, pineapple, vinegar, onions, olive oil, garlic, salt, broccoli, beef, white rice, chicken thighs, kale, lemon juice, orange juice, cilantro, soy sauce, cheese pizza",216.0,471.296509
dish_1565981848,"carrot, parsley, salt, lemon juice, chive, garlic, olive oil, shallots, wheat berry, cherry tomatoes, tofu, pepper, fish, chard",198.0,147.410431
dish_1561577598,"blueberries, olive oil, spinach (cooked), millet, bok choy, walnuts, salt, mustard, arugula, vinegar, chard, beef, pepper, shallots, onions, pizza",393.0,813.452026
dish_1563565761,"mushroom, wheat berry, chard, cherry tomatoes, fish, onions, salt, garlic, shallots, chive, olive oil, kale, lemon juice, parsley",159.0,88.662773
dish_1561662022,"mixed greens, salt, parsley, onions, lemon juice, olive oil, green beans, vinegar, millet, apple",166.0,159.686279
dish_1565117990,"tuna, chicken breast, bell peppers, cheese pizza",380.0,582.0
dish_1558460138,cherry tomatoes,56.0,10.08
dish_1563479596,"olive oil, lemon juice, salt, broccoli, figs, apple, goat cheese, cauliflower, pepper, arugula, brussels sprouts, mustard greens",151.0,104.373558
dish_1562874203,"carrot, chive, lime, salt, nopales, parsley, olive oil, jicama, arugula, sour cream, pepper, garlic, corn, fish",332.0,362.521729
dish_1564675157,"grapes, watermelon, sweet potato, olive oil",284.0,208.928787
dish_1561580552,cauliflower,89.0,22.25
dish_1561737248,"sausage, egg whites, hash browns, broccoli",394.0,699.382019
dish_1568666303,"artichokes, chicken, lettuce, broccoli",560.0,443.199982
dish_1558638924,cauliflower,25.0,6.25
dish_1561494001,"walnuts, salt, squash, mustard, olive oil, chard, arugula, vinegar, blueberries, pepper",216.0,162.687851
dish_1566502000,"olive oil, bok choy",184.0,63.008781
dish_1562010130,"carrot, olive oil, lemon juice, cabbage, arugula, vinegar, pork, pepper, garlic, salt, chickpeas, brussels sprouts, mustard greens, parsley, jalapenos, mayonnaise, wheat berry",376.0,638.187561
dish_1562097001,"salt, olive oil, mixed greens, lettuce, cucumbers, green beans, parsley, onions, lime, cherry tomatoes, pepper, white beans, vinegar, arugula, pizza, snow peas, garlic, bell peppers, chive, artichokes, fish",418.0,529.879639
dish_1558640477,corn on the cob,56.0,59.416
dish_1561061593,"caesar dressing, parmesan cheese, kale, croutons",52.0,42.458584
dish_1563302420,"chicken, garlic, shallots, mushroom, pepper, spinach (raw), wheat berry, olive oil, thyme, parsley, lemon juice, salt, roasted potatoes, carrot",381.0,435.626282
dish_1557863012,cucumbers,31.0,3.1
dish_1565382803,"salt, pepper, olive oil, carrot, roasted potatoes, pepperoni pizza",177.0,359.408569
dish_1564516760,"eggplant, spinach (cooked), olive oil, carrot, shallots, garlic, wine, mushroom, lemon juice, chicken thighs, squash, quinoa, pepper, salt",329.0,442.728943
dish_1565895879,"kale, chard, olive oil, green beans",231.0,96.681755
dish_1568318316,"mixed greens, steak",297.0,525.419983
dish_1559242155,pears,203.0,116.116005
dish_1567023335,"greek salad, garlic, salt, pecans, raspberries, mustard, olive oil, almonds, blueberries, arugula, vinegar, chard, carrot",117.0,138.336395
dish_1558637932,"corn on the cob, apple, cauliflower, grapes",393.0,248.286987
dish_1563294522,"sweet potato, yam, watermelon, strawberries, olive oil, pineapple, grapes",400.0,250.965668
dish_1565727791,"mixed greens, broccoli, parmesan cheese",99.0,121.074005
dish_1561753477,"tomatoes, celery root, salmon, cheese, vinegar, brown rice, onions, turnips, olive oil, thyme, chili, cherry tomatoes, pepper, chicken thighs, mustard, arugula, tortilla, mixed greens, cilantro, salt, garlic",280.0,432.267029
dish_1564675060,watermelon,77.0,23.1
dish_1566416339,"eggplant, green beans, salt, olive oil",186.0,77.979889
dish_1560441511,"watermelon, cantaloupe, berries",123.0,51.919998
dish_1558640604,apple,117.0,60.839996
dish_1559667973,"bagels, cream cheese, scrambled eggs",179.0,334.460022
dish_1567110811,"bok choy, pepper, vinegar, pizza, cucumbers, olive oil, spinach (cooked), lettuce, cherry tomatoes, beef, millet, onions, lime, mixed greens, shallots, salt",282.0,537.987976
dish_1563568118,"chard, kale, parsley, garlic, shallots, chive, olive oil, salt, fish, cherry tomatoes, wheat berry, lemon juice",134.0,139.833847
dish_1562097653,"beets, onions, vinegar, lettuce, carrot, salt, mustard, arugula, olive oil, wheat berry",102.0,116.16552
dish_1560367153,"honeydew melons, onions, country rice, green onions, garlic, salt, olive oil, tofu, fish, cherry tomatoes, asparagus",254.0,117.181976
dish_1563220058,pepperoni pizza,52.0,146.639999
dish_1558632799,corn on the cob,19.0,20.159
dish_1563305083,"chili, lettuce, shallots, broccoli, olive oil, parsley, chicken, blue cheese, beef, mixed greens, salt, carrot, walnuts, thyme, spinach (raw), eggplant, white rice, pepper, garlic, mustard, lemon juice, kale, wheat berry, green onions, soy sauce, orange juice, onions, tofu, vinegar",901.0,1234.856323
dish_1565034234,cauliflower,175.0,43.75
dish_1564083508,"grilled chicken, olives, cherry tomatoes",225.0,276.261993
dish_1567629081,cheese pizza,90.0,239.309998
dish_1558373405,cantaloupe,40.0,13.6
dish_1562702007,"cherry tomatoes, olive oil, squash, salt",100.0,24.784069
dish_1563811611,scrambled eggs,132.0,195.360001
dish_1566414924,"mustard, olive oil, pecans, salt, garlic, roasted potatoes, blueberries, arugula, vinegar, chard, green beans",227.0,247.482193
dish_1567801830,"caesar salad, cheese pizza, bok choy, sugar, garlic, soy sauce, salt, pepper, white rice, roasted potatoes, pork",201.0,265.072388
dish_1563568025,"fish, cherry tomatoes, salt, bok choy, wheat berry, olive oil, chard, parsley, kale, lemon juice, chive, garlic, shallots, corn on the cob",247.0,244.986359
dish_1561575068,"eggplant, thyme, lemon juice, rosemary, salt, white wine, basil, lettuce, chicken, cucumbers, cherry tomatoes, pepper, mushroom, oregano, wheat berry, olive oil, butter, onions, shallots, garlic, bell peppers, olives, vinaigrette, feta cheese, arugula, cream",436.0,421.936707
